transaction_id,transaction_date,transaction_amount,customer_id,customer_age,customer_income,product_category,payment_method,transaction_status,profit_margin
883,8/15/2021,5089.83,883,52,38652.24,groceries,credit card,refunded,error: Field 'sale_price' not found
884,2/28/2020,8902.23,884,79,162761.38,clothing,credit card,pending,error: Field 'sale_price' not found
885,5/9/2022,3260.3,885,22,32248.0,electronics,credit card,refunded,error: Field 'sale_price' not found
886,5/14/2020,9288.87,886,55,469015.58,clothing,check,pending,error: Field 'sale_price' not found
887,3/9/2021,971.77,887,46,168139.91,groceries,check,refunded,error: Field 'sale_price' not found
888,3/2/2021,9863.75,888,71,938033.87,clothing,credit card,pending,error: Field 'sale_price' not found
889,5/4/2022,8103.78,889,62,82950.95,groceries,check,refunded,error: Field 'sale_price' not found
890,9/18/2022,8507.53,890,77,838963.58,electronics,credit card,pending,error: Field 'sale_price' not found
891,8/1/2020,5803.68,891,66,584957.53,clothing,cash,completed,error: Field 'sale_price' not found
892,10/9/2020,2564.59,892,32,773529.66,clothing,cash,refunded,error: Field 'sale_price' not found
893,11/3/2022,9209.25,893,47,526093.06,groceries,cash,refunded,error: Field 'sale_price' not found
894,8/1/2020,3804.16,894,95,58943.87,clothing,check,completed,error: Field 'sale_price' not found
895,5/31/2020,760.07,895,41,743258.47,electronics,credit card,refunded,error: Field 'sale_price' not found
896,2/25/2022,8612.68,896,74,512525.49,electronics,cash,refunded,error: Field 'sale_price' not found
897,9/26/2021,358.12,897,54,379481.72,clothing,check,pending,error: Field 'sale_price' not found
898,2/24/2022,6246.8,898,68,863633.32,groceries,cash,refunded,error: Field 'sale_price' not found
899,12/15/2022,7810.49,899,40,217570.37,clothing,credit card,pending,error: Field 'sale_price' not found
900,6/13/2022,3092.46,900,97,606688.89,groceries,check,refunded,error: Field 'sale_price' not found
901,3/15/2020,9672.68,901,58,392590.36,groceries,cash,pending,error: Field 'sale_price' not found
902,2/24/2022,1697.09,902,43,986820.76,groceries,credit card,pending,error: Field 'sale_price' not found
903,4/4/2021,1812.57,903,31,809291.15,groceries,check,completed,error: Field 'sale_price' not found
904,12/21/2020,1954.35,904,60,843434.65,groceries,credit card,refunded,error: Field 'sale_price' not found
905,2/28/2022,4643.47,905,40,853339.77,electronics,check,pending,error: Field 'sale_price' not found
906,10/3/2022,5376.44,906,23,70142.09,groceries,credit card,refunded,error: Field 'sale_price' not found
907,12/18/2020,1288.12,907,54,276699.72,groceries,cash,refunded,error: Field 'sale_price' not found
908,1/3/2021,3577.66,908,100,81960.97,groceries,credit card,pending,error: Field 'sale_price' not found
909,7/31/2020,4103.91,909,57,703886.77,clothing,check,refunded,error: Field 'sale_price' not found
910,10/28/2020,6111.13,910,42,501730.75,electronics,credit card,pending,error: Field 'sale_price' not found
911,12/14/2021,4103.83,911,88,637265.92,groceries,cash,completed,error: Field 'sale_price' not found
912,4/17/2022,1062.1,912,81,767005.7,clothing,credit card,refunded,error: Field 'sale_price' not found
913,9/17/2021,944.52,913,86,468495.3,clothing,check,refunded,error: Field 'sale_price' not found
914,7/13/2020,3532.06,914,59,480379.21,groceries,credit card,pending,error: Field 'sale_price' not found
915,11/26/2021,7193.9,915,57,475952.0,electronics,check,completed,error: Field 'sale_price' not found
916,7/2/2021,2859.44,916,57,732537.9,groceries,cash,completed,error: Field 'sale_price' not found
917,3/12/2020,2844.32,917,31,454089.63,electronics,cash,completed,error: Field 'sale_price' not found
918,2/15/2022,4180.14,918,90,447487.66,electronics,check,refunded,error: Field 'sale_price' not found
919,3/19/2021,7955.06,919,79,796507.12,clothing,cash,pending,error: Field 'sale_price' not found
920,9/12/2020,4225.19,920,98,969357.32,clothing,check,pending,error: Field 'sale_price' not found
921,11/3/2022,8186.53,921,47,570957.66,electronics,credit card,refunded,error: Field 'sale_price' not found
922,7/16/2021,1837.12,922,34,792643.21,electronics,credit card,refunded,error: Field 'sale_price' not found
923,7/24/2020,4521.64,923,55,919107.16,electronics,check,pending,error: Field 'sale_price' not found
924,10/1/2020,8563.79,924,89,361670.38,electronics,cash,refunded,error: Field 'sale_price' not found
925,1/31/2022,5293.93,925,89,653071.44,groceries,check,refunded,error: Field 'sale_price' not found
926,3/3/2021,1323.09,926,56,501435.61,electronics,credit card,completed,error: Field 'sale_price' not found
927,5/25/2021,5541.3,927,39,183906.72,groceries,check,pending,error: Field 'sale_price' not found
928,6/18/2021,4370.3,928,29,459527.0,clothing,cash,refunded,error: Field 'sale_price' not found
929,1/20/2021,6856.57,929,77,22171.91,electronics,check,refunded,error: Field 'sale_price' not found
930,3/6/2022,4685.68,930,40,796073.02,clothing,credit card,pending,error: Field 'sale_price' not found
931,2/25/2021,1359.17,931,100,669487.85,clothing,check,refunded,error: Field 'sale_price' not found
932,8/28/2021,8765.83,932,74,763754.72,clothing,check,completed,error: Field 'sale_price' not found
933,2/19/2020,3730.33,933,57,633555.74,clothing,check,pending,error: Field 'sale_price' not found
934,8/30/2020,6569.63,934,96,324497.22,electronics,cash,refunded,error: Field 'sale_price' not found
935,7/14/2021,8382.52,935,88,880688.92,electronics,check,refunded,error: Field 'sale_price' not found
936,3/28/2020,7916.77,936,65,998222.23,electronics,cash,refunded,error: Field 'sale_price' not found
937,9/30/2020,9213.77,937,76,379556.38,groceries,check,completed,error: Field 'sale_price' not found
938,1/1/2022,4190.49,938,45,619925.49,clothing,cash,completed,error: Field 'sale_price' not found
939,3/2/2020,837.4,939,98,710759.01,groceries,cash,completed,error: Field 'sale_price' not found
940,12/21/2020,7201.73,940,36,649034.52,groceries,check,pending,error: Field 'sale_price' not found
941,10/6/2020,2080.55,941,86,738280.58,groceries,cash,pending,error: Field 'sale_price' not found
942,10/8/2022,7006.4,942,88,944561.32,groceries,check,completed,error: Field 'sale_price' not found
943,5/15/2020,1596.02,943,56,837716.73,groceries,cash,completed,error: Field 'sale_price' not found
944,3/30/2020,6307.07,944,74,792171.26,electronics,credit card,completed,error: Field 'sale_price' not found
945,9/5/2021,4548.2,945,71,781423.93,clothing,check,refunded,error: Field 'sale_price' not found
946,8/14/2021,6869.1,946,62,734665.37,electronics,cash,pending,error: Field 'sale_price' not found
947,8/21/2021,5303.63,947,33,539984.64,electronics,credit card,refunded,error: Field 'sale_price' not found
948,12/26/2022,809.63,948,61,660127.98,clothing,check,refunded,error: Field 'sale_price' not found
949,8/25/2022,4367.82,949,72,928100.87,groceries,check,completed,error: Field 'sale_price' not found
950,4/1/2020,6614.91,950,74,431246.02,clothing,cash,completed,error: Field 'sale_price' not found
951,4/9/2020,7681.44,951,90,258041.71,groceries,check,completed,error: Field 'sale_price' not found
952,9/16/2022,7946.37,952,78,122679.66,groceries,cash,pending,error: Field 'sale_price' not found
953,12/29/2020,2558.95,953,43,574572.43,groceries,credit card,pending,error: Field 'sale_price' not found
954,4/8/2022,557.42,954,20,98805.08,electronics,cash,completed,error: Field 'sale_price' not found
955,6/3/2020,2947.9,955,77,909494.16,clothing,credit card,completed,error: Field 'sale_price' not found
956,4/25/2021,3840.75,956,93,365378.37,electronics,check,completed,error: Field 'sale_price' not found
957,1/12/2022,2552.1,957,40,808905.68,groceries,credit card,completed,error: Field 'sale_price' not found
958,6/20/2020,4708.25,958,38,752515.06,electronics,cash,completed,error: Field 'sale_price' not found
959,12/23/2021,3832.96,959,95,590537.08,clothing,cash,refunded,error: Field 'sale_price' not found
960,7/18/2021,6240.1,960,88,141362.83,groceries,cash,refunded,error: Field 'sale_price' not found
961,10/13/2021,5940.72,961,99,73397.49,clothing,check,refunded,error: Field 'sale_price' not found
962,6/18/2020,292.85,962,42,904026.79,clothing,credit card,refunded,error: Field 'sale_price' not found
963,1/4/2022,9081.11,963,38,663768.83,electronics,credit card,completed,error: Field 'sale_price' not found
964,11/2/2021,1130.74,964,28,193278.25,electronics,cash,pending,error: Field 'sale_price' not found
965,10/1/2022,5985.91,965,33,539161.01,electronics,check,pending,error: Field 'sale_price' not found
966,10/26/2021,9748.88,966,98,190762.91,electronics,check,pending,error: Field 'sale_price' not found
967,3/13/2022,742.4,967,29,35346.24,groceries,credit card,completed,error: Field 'sale_price' not found
968,8/8/2020,9413.13,968,40,784297.09,groceries,credit card,completed,error: Field 'sale_price' not found
969,6/30/2020,7165.63,969,99,624873.89,groceries,cash,pending,error: Field 'sale_price' not found
970,8/4/2021,8137.35,970,45,619064.09,clothing,check,refunded,error: Field 'sale_price' not found
971,3/28/2021,7813.5,971,42,743557.21,electronics,credit card,completed,error: Field 'sale_price' not found
972,1/11/2021,9388.72,972,77,227718.38,electronics,check,completed,error: Field 'sale_price' not found
973,2/19/2020,8060.74,973,67,893702.32,clothing,cash,completed,error: Field 'sale_price' not found
974,9/6/2021,582.46,974,73,557447.39,clothing,cash,refunded,error: Field 'sale_price' not found
975,9/20/2022,7951.05,975,33,625277.72,electronics,cash,pending,error: Field 'sale_price' not found
976,3/13/2022,8372.25,976,63,429165.08,electronics,credit card,refunded,error: Field 'sale_price' not found
977,4/18/2021,9507.93,977,50,83674.9,clothing,cash,pending,error: Field 'sale_price' not found
978,7/9/2022,7654.65,978,62,367177.08,electronics,credit card,pending,error: Field 'sale_price' not found
979,7/8/2021,4959.96,979,70,191795.21,electronics,check,refunded,error: Field 'sale_price' not found
980,1/12/2021,8450.88,980,45,483323.44,clothing,credit card,pending,error: Field 'sale_price' not found
981,8/10/2021,5735.97,981,34,180783.01,groceries,cash,pending,error: Field 'sale_price' not found
982,3/20/2022,3975.3,982,38,517173.96,clothing,credit card,completed,error: Field 'sale_price' not found
983,4/24/2022,8453.18,983,67,819517.88,clothing,cash,pending,error: Field 'sale_price' not found
984,12/3/2022,8742.67,984,42,469180.95,clothing,cash,pending,error: Field 'sale_price' not found
985,7/9/2020,9957.01,985,90,916829.13,electronics,cash,completed,error: Field 'sale_price' not found
986,9/14/2020,5657.25,986,25,168861.52,clothing,cash,refunded,error: Field 'sale_price' not found
987,1/4/2021,299.84,987,65,573792.65,electronics,credit card,completed,error: Field 'sale_price' not found
988,2/22/2020,9032.27,988,47,894482.34,clothing,check,completed,error: Field 'sale_price' not found
989,3/2/2021,3058.56,989,21,875410.35,clothing,cash,completed,error: Field 'sale_price' not found
990,4/6/2020,3680.23,990,37,121426.79,groceries,cash,completed,error: Field 'sale_price' not found
991,10/10/2020,8461.97,991,38,997666.46,groceries,check,pending,error: Field 'sale_price' not found
992,4/2/2022,8202.85,992,91,375161.41,electronics,check,completed,error: Field 'sale_price' not found
993,1/7/2021,1171.22,993,50,958571.09,electronics,credit card,pending,error: Field 'sale_price' not found
994,6/4/2021,3685.06,994,45,328794.7,groceries,cash,pending,error: Field 'sale_price' not found
995,8/11/2022,1988.64,995,30,526440.47,electronics,check,completed,error: Field 'sale_price' not found
996,5/24/2022,3310.51,996,45,136982.24,electronics,cash,refunded,error: Field 'sale_price' not found
997,2/20/2022,6031.54,997,75,228499.01,groceries,credit card,completed,error: Field 'sale_price' not found
998,10/26/2022,8568.06,998,50,436435.58,clothing,credit card,refunded,error: Field 'sale_price' not found
999,3/23/2022,6336.0,999,45,481854.19,electronics,cash,completed,error: Field 'sale_price' not found
1000,1/29/2020,6008.64,1000,41,77852.17,electronics,cash,refunded,error: Field 'sale_price' not found
